Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),Maximum temperature (Degree C),Rainfall amount (millimetres)
IDCJAC0016,70351,2013,11,15,26.4,23.1,0
IDCJAC0016,70351,2013,11,16,17.6,19,4
IDCJAC0016,70351,2013,11,17,26.6,21.4,0
IDCJAC0016,70351,2013,11,18,27.8,22.5,0
IDCJAC0016,70351,2013,11,19,28.7,27.9,0
IDCJAC0016,70351,2013,11,20,29,29.3,1
IDCJAC0016,70351,2013,11,21,16.4,27.7,0
IDCJAC0016,70351,2013,11,22,18.2,26,26.6
IDCJAC0016,70351,2013,11,23,25.1,23.3,0
IDCJAC0016,70351,2013,11,24,21.2,22.5,0
IDCJAC0016,70351,2013,11,25,21,20.6,1.2
IDCJAC0016,70351,2013,11,26,31.3,22.9,0.2
IDCJAC0016,70351,2013,11,27,30.5,27.3,0
IDCJAC0016,70351,2013,11,28,20.4,31.6,0
IDCJAC0016,70351,2013,11,29,8.8,21.8,0.4
IDCJAC0016,70351,2013,11,30,31.1,22.7,0.2
IDCJAC0016,70351,2013,12,1,27.9,23.5,0
IDCJAC0016,70351,2013,12,2,29.4,29.3,0
IDCJAC0016,70351,2013,12,3,28.9,31.5,0
IDCJAC0016,70351,2013,12,4,18,32.4,0
IDCJAC0016,70351,2013,12,5,12,17.4,10.2
IDCJAC0016,70351,2013,12,6,32.5,19.6,2.4
IDCJAC0016,70351,2013,12,7,31.9,24.1,0
IDCJAC0016,70351,2013,12,8,31.9,28.2,0
IDCJAC0016,70351,2013,12,9,11.7,32.6,0
IDCJAC0016,70351,2013,12,10,32.6,22.8,0
IDCJAC0016,70351,2013,12,11,31.6,23.3,0
IDCJAC0016,70351,2013,12,12,32.8,26.5,0
IDCJAC0016,70351,2013,12,13,33,28.7,0
IDCJAC0016,70351,2013,12,14,20.5,25,0
IDCJAC0016,70351,2013,12,15,17.8,26.5,1.8
IDCJAC0016,70351,2013,12,16,22.6,27.3,0
IDCJAC0016,70351,2013,12,17,31.5,30.7,4.4
IDCJAC0016,70351,2013,12,18,31.4,31.9,0
IDCJAC0016,70351,2013,12,19,32.7,35.1,0
IDCJAC0016,70351,2013,12,20,31.5,37.2,0
IDCJAC0016,70351,2013,12,21,28.9,31.3,0
IDCJAC0016,70351,2013,12,22,28.6,38.1,0
IDCJAC0016,70351,2013,12,23,7,27.6,0
IDCJAC0016,70351,2013,12,24,24.3,24.9,0
IDCJAC0016,70351,2013,12,25,4.1,21.9,0
IDCJAC0016,70351,2013,12,26,30.8,29.9,0.4
IDCJAC0016,70351,2013,12,27,28.7,30.2,4
IDCJAC0016,70351,2013,12,28,32.8,33.1,0
IDCJAC0016,70351,2013,12,29,34.2,30.4,0
IDCJAC0016,70351,2013,12,30,33.4,30.4,0
IDCJAC0016,70351,2013,12,31,34.2,31.4,0
IDCJAC0016,70351,2014,1,1,13.1,26.9,0
IDCJAC0016,70351,2014,1,2,6.7,27.4,0
IDCJAC0016,70351,2014,1,3,20.8,35.5,0
IDCJAC0016,70351,2014,1,4,34.7,26.8,0
IDCJAC0016,70351,2014,1,5,33.9,29,0
IDCJAC0016,70351,2014,1,6,34.6,25,0
IDCJAC0016,70351,2014,1,7,33.5,26.3,0
IDCJAC0016,70351,2014,1,8,27.8,24.7,0
IDCJAC0016,70351,2014,1,9,17.5,24.5,0
IDCJAC0016,70351,2014,1,10,30.7,29.5,0
IDCJAC0016,70351,2014,1,11,22.4,32.6,0
IDCJAC0016,70351,2014,1,12,31.5,37.1,0
IDCJAC0016,70351,2014,1,13,33,33.5,0
IDCJAC0016,70351,2014,1,14,32.5,37.6,0
IDCJAC0016,70351,2014,1,15,31,40.2,0
IDCJAC0016,70351,2014,1,16,32.1,40.1,0
IDCJAC0016,70351,2014,1,17,33.3,39.7,0
IDCJAC0016,70351,2014,1,18,28.6,40,0
IDCJAC0016,70351,2014,1,19,27.8,32.3,1
IDCJAC0016,70351,2014,1,20,17.1,26.3,0
IDCJAC0016,70351,2014,1,21,22.8,31.1,0
IDCJAC0016,70351,2014,1,22,26.2,26.1,0
IDCJAC0016,70351,2014,1,23,25.1,28.8,0
IDCJAC0016,70351,2014,1,24,7.5,25.6,0
IDCJAC0016,70351,2014,1,25,32.2,26.5,3.8
IDCJAC0016,70351,2014,1,26,31.7,26.3,0
IDCJAC0016,70351,2014,1,27,31.6,31.4,0
IDCJAC0016,70351,2014,1,28,31.2,33.9,0
IDCJAC0016,70351,2014,1,29,30.1,38.5,0
IDCJAC0016,70351,2014,1,30,30.3,37.6,0
IDCJAC0016,70351,2014,1,31,20.9,38.6,0
IDCJAC0016,70351,2014,2,1,29.2,38.8,0.6
IDCJAC0016,70351,2014,2,2,29.1,39.3,0
IDCJAC0016,70351,2014,2,3,29.4,39.3,0
IDCJAC0016,70351,2014,2,4,10.9,22.2,1.2
IDCJAC0016,70351,2014,2,5,20.5,21.6,0
IDCJAC0016,70351,2014,2,6,29.1,30.2,0
IDCJAC0016,70351,2014,2,7,28.1,34.1,0
IDCJAC0016,70351,2014,2,8,28.8,36.9,0
IDCJAC0016,70351,2014,2,9,29.4,38.2,0
IDCJAC0016,70351,2014,2,10,28.2,35,0
IDCJAC0016,70351,2014,2,11,24.3,36.2,0
IDCJAC0016,70351,2014,2,12,23.2,32.5,0
IDCJAC0016,70351,2014,2,13,13.5,29.4,0
IDCJAC0016,70351,2014,2,14,16.6,28.4,0.2
IDCJAC0016,70351,2014,2,15,2.9,21.1,7.8
IDCJAC0016,70351,2014,2,16,11.5,25.7,19.6
IDCJAC0016,70351,2014,2,17,27,26.9,20.4
IDCJAC0016,70351,2014,2,18,23.2,29.8,0
IDCJAC0016,70351,2014,2,19,13.1,30.7,0
IDCJAC0016,70351,2014,2,20,27.1,21.5,33.2
IDCJAC0016,70351,2014,2,22,24.7,27.4,0
IDCJAC0016,70351,2014,2,23,25.4,25.8,0
IDCJAC0016,70351,2014,2,24,25.9,30,0
IDCJAC0016,70351,2014,2,25,26.2,30,0
IDCJAC0016,70351,2014,2,26,10.3,27,0.4
IDCJAC0016,70351,2014,2,27,8.5,21.5,0.2
IDCJAC0016,70351,2014,2,28,5.2,18.4,0
IDCJAC0016,70351,2014,3,1,5.9,19.9,2
IDCJAC0016,70351,2014,3,2,18.5,25.4,2.4
IDCJAC0016,70351,2014,3,3,24.9,25.8,0
IDCJAC0016,70351,2014,3,4,21.6,27.1,0
IDCJAC0016,70351,2014,3,5,12.6,24.6,0
IDCJAC0016,70351,2014,3,6,15.5,26,3
IDCJAC0016,70351,2014,3,7,23.8,28.4,0
IDCJAC0016,70351,2014,3,8,11.3,23.6,0
IDCJAC0016,70351,2014,3,9,15.6,25.8,27
IDCJAC0016,70351,2014,3,10,22.7,28.3,0.4
IDCJAC0016,70351,2014,3,11,17.2,27.4,0
IDCJAC0016,70351,2014,3,12,15.6,26.3,2.2
IDCJAC0016,70351,2014,3,13,11.8,23.2,0
IDCJAC0016,70351,2014,3,14,20.2,27.2,0
IDCJAC0016,70351,2014,3,15,13.7,25.1,0
IDCJAC0016,70351,2014,3,16,19,19.1,0
IDCJAC0016,70351,2014,3,17,20.5,22.3,0
IDCJAC0016,70351,2014,3,18,20.4,26.2,0
IDCJAC0016,70351,2014,3,19,20.2,27.1,0
IDCJAC0016,70351,2014,3,20,18.4,27.3,0
IDCJAC0016,70351,2014,3,21,17,26.7,0
IDCJAC0016,70351,2014,3,22,19.9,26.3,1.4
IDCJAC0016,70351,2014,3,23,18.8,24.8,0
IDCJAC0016,70351,2014,3,24,3.6,17.6,0
IDCJAC0016,70351,2014,3,25,8.6,21.2,10.6
IDCJAC0016,70351,2014,3,26,4.3,19.7,0.6
IDCJAC0016,70351,2014,3,27,4.9,19.9,23.4
IDCJAC0016,70351,2014,3,28,4.1,18.5,1
IDCJAC0016,70351,2014,3,29,13.7,23.5,9.2
IDCJAC0016,70351,2014,3,30,7.4,22.2,3
IDCJAC0016,70351,2014,3,31,19,24.2,1.8
IDCJAC0016,70351,2014,4,1,13.2,24.7,0.2
IDCJAC0016,70351,2014,4,2,18.5,25.6,0
IDCJAC0016,70351,2014,4,3,9.3,23.4,0
IDCJAC0016,70351,2014,4,4,3.6,15.5,23.6
IDCJAC0016,70351,2014,4,5,8,17.6,16.4
IDCJAC0016,70351,2014,4,6,12.3,20.7,2.8
IDCJAC0016,70351,2014,4,7,15.8,20.2,0
IDCJAC0016,70351,2014,4,8,14.4,21,0
IDCJAC0016,70351,2014,4,9,6.7,19.8,0
IDCJAC0016,70351,2014,4,10,3.4,17.8,3.8
IDCJAC0016,70351,2014,4,11,6.4,20.6,9
IDCJAC0016,70351,2014,4,12,16.5,20,4.6
IDCJAC0016,70351,2014,4,13,16.5,20.1,0
IDCJAC0016,70351,2014,4,14,15.2,19.6,0
IDCJAC0016,70351,2014,4,15,12.5,18.5,0
IDCJAC0016,70351,2014,4,16,16.1,19.9,0
IDCJAC0016,70351,2014,4,17,15.6,20.3,0
IDCJAC0016,70351,2014,4,18,13.4,20,0
IDCJAC0016,70351,2014,4,19,16,16.8,0
IDCJAC0016,70351,2014,4,20,15.7,16.2,0
IDCJAC0016,70351,2014,4,21,13.1,18.7,0
IDCJAC0016,70351,2014,4,22,13.5,20.3,0
IDCJAC0016,70351,2014,4,23,10.1,21,0
IDCJAC0016,70351,2014,4,24,14.4,21.1,0
IDCJAC0016,70351,2014,4,25,3.8,16.4,0
IDCJAC0016,70351,2014,4,26,10.2,20.3,0
IDCJAC0016,70351,2014,4,27,6.2,16,0
IDCJAC0016,70351,2014,4,28,13.3,20.6,0
IDCJAC0016,70351,2014,4,29,8.7,20.7,0
IDCJAC0016,70351,2014,4,30,14,17.4,8.8
IDCJAC0016,70351,2014,5,1,14.2,15.8,0
IDCJAC0016,70351,2014,5,2,8.8,13.9,0
IDCJAC0016,70351,2014,5,3,5.5,11.7,1.4
IDCJAC0016,70351,2014,5,4,12.3,12.8,2
IDCJAC0016,70351,2014,5,5,12,14.9,0.2
IDCJAC0016,70351,2014,5,6,13.1,15.7,0
IDCJAC0016,70351,2014,5,7,13.4,15.2,0
IDCJAC0016,70351,2014,5,8,13.1,16.1,0
IDCJAC0016,70351,2014,5,9,12.2,17.4,0
IDCJAC0016,70351,2014,5,10,5,14.4,0
IDCJAC0016,70351,2014,5,12,12.4,18.3,0
IDCJAC0016,70351,2014,5,13,12.5,18.4,0
IDCJAC0016,70351,2014,5,14,12.3,18.3,0
IDCJAC0016,70351,2014,5,15,12.1,18.6,0.2
IDCJAC0016,70351,2014,5,16,11.9,20.7,0
IDCJAC0016,70351,2014,5,17,11.3,18.6,0
IDCJAC0016,70351,2014,5,18,9.2,19,0
IDCJAC0016,70351,2014,5,19,10.5,20,0
IDCJAC0016,70351,2014,5,20,10,19,0
IDCJAC0016,70351,2014,5,21,9.8,19,0
IDCJAC0016,70351,2014,5,22,11,20,0
IDCJAC0016,70351,2014,5,23,9.6,21,0
IDCJAC0016,70351,2014,5,24,7.6,18.1,0
IDCJAC0016,70351,2014,5,25,10.2,20.5,0
IDCJAC0016,70351,2014,5,26,8.6,21.7,0
IDCJAC0016,70351,2014,5,27,6.1,21.1,0
IDCJAC0016,70351,2014,5,28,5.8,15,10.4
IDCJAC0016,70351,2014,5,29,10.1,16.7,0
IDCJAC0016,70351,2014,5,30,10.5,17.8,0
IDCJAC0016,70351,2014,5,31,6.5,16.3,0.2
IDCJAC0016,70351,2014,6,1,3.1,12.1,0.6
IDCJAC0016,70351,2014,6,2,5.7,14.3,11.6
IDCJAC0016,70351,2014,6,3,4.8,12.5,0.6
IDCJAC0016,70351,2014,6,4,7.3,13.8,0
IDCJAC0016,70351,2014,6,5,6.9,16.1,0
IDCJAC0016,70351,2014,6,6,8.9,14.3,0
IDCJAC0016,70351,2014,6,7,10,15,0
IDCJAC0016,70351,2014,6,8,10.3,13.1,0
IDCJAC0016,70351,2014,6,9,6.8,15.6,0
IDCJAC0016,70351,2014,6,10,7.1,14.4,0
IDCJAC0016,70351,2014,6,11,6.7,14.1,0.2
IDCJAC0016,70351,2014,6,12,8.4,14.4,0
IDCJAC0016,70351,2014,6,13,4.1,10.9,0
IDCJAC0016,70351,2014,6,14,9.4,15.2,9.8
IDCJAC0016,70351,2014,6,15,6.7,15.1,8.6
IDCJAC0016,70351,2014,6,16,8.6,12.3,0
IDCJAC0016,70351,2014,6,17,9.6,15.3,0
IDCJAC0016,70351,2014,6,18,8.8,12.9,0.2
IDCJAC0016,70351,2014,6,19,6.7,13.5,0.2
IDCJAC0016,70351,2014,6,20,8.6,16.7,0
IDCJAC0016,70351,2014,6,21,8.8,14.4,0.2
IDCJAC0016,70351,2014,6,22,9.7,15.5,0
IDCJAC0016,70351,2014,6,23,3.1,10,0
IDCJAC0016,70351,2014,6,24,3.9,8.5,8.6
IDCJAC0016,70351,2014,6,25,7.7,11.1,8
IDCJAC0016,70351,2014,6,26,7,12.9,0
IDCJAC0016,70351,2014,6,27,6.6,12.2,0
IDCJAC0016,70351,2014,6,28,4.8,11.9,0
IDCJAC0016,70351,2014,6,29,4.5,8.8,8.6
IDCJAC0016,70351,2014,6,30,9.9,10.1,0
IDCJAC0016,70351,2014,7,1,9.4,11.2,0
IDCJAC0016,70351,2014,7,2,5.1,7.3,0
IDCJAC0016,70351,2014,7,3,7.9,10,0.2
IDCJAC0016,70351,2014,7,4,10.2,12.9,0
IDCJAC0016,70351,2014,7,5,9.1,11.5,0.2
IDCJAC0016,70351,2014,7,6,8.5,11.8,0
IDCJAC0016,70351,2014,7,7,9.9,13.1,0.2
IDCJAC0016,70351,2014,7,8,8,11.2,0
IDCJAC0016,70351,2014,7,9,4,7,0
IDCJAC0016,70351,2014,7,10,9.3,10,3
IDCJAC0016,70351,2014,7,11,10.5,11,0
IDCJAC0016,70351,2014,7,12,4.5,10.4,0
IDCJAC0016,70351,2014,7,13,10.7,11.5,0.6
IDCJAC0016,70351,2014,7,14,10.4,14.2,0.2
IDCJAC0016,70351,2014,7,15,3.4,9.2,0
IDCJAC0016,70351,2014,7,16,5.9,12.9,10.8
IDCJAC0016,70351,2014,7,17,9.8,10.9,0.2
IDCJAC0016,70351,2014,7,18,10.2,13.5,0.2
IDCJAC0016,70351,2014,7,19,11.1,12.1,0
IDCJAC0016,70351,2014,7,20,11.2,12.5,0
IDCJAC0016,70351,2014,7,21,10.4,13.1,0
IDCJAC0016,70351,2014,7,22,9.6,13.5,0
IDCJAC0016,70351,2014,7,23,11.3,13.3,0
IDCJAC0016,70351,2014,7,24,6,11.1,0
IDCJAC0016,70351,2014,7,25,11.3,15.7,0.4
IDCJAC0016,70351,2014,7,26,7.1,13.1,0.2
IDCJAC0016,70351,2014,7,27,11.8,14.2,0
IDCJAC0016,70351,2014,7,28,9.6,13.1,0
IDCJAC0016,70351,2014,7,29,12.1,16.6,0
IDCJAC0016,70351,2014,7,30,7.4,14.9,0
IDCJAC0016,70351,2014,7,31,12.2,16.9,0
IDCJAC0016,70351,2014,8,1,11.7,8.4,0
IDCJAC0016,70351,2014,8,2,12.4,10.6,0.8
IDCJAC0016,70351,2014,8,3,13.1,11.2,0
IDCJAC0016,70351,2014,8,4,12.8,13.4,0
IDCJAC0016,70351,2014,8,5,13.2,13.8,0.2
IDCJAC0016,70351,2014,8,6,13.2,13.8,0
IDCJAC0016,70351,2014,8,7,12.8,14.7,0
IDCJAC0016,70351,2014,8,8,12.8,13.8,0
IDCJAC0016,70351,2014,8,9,12,13.3,0.2
IDCJAC0016,70351,2014,8,10,12,15.5,0
IDCJAC0016,70351,2014,8,11,12.7,10,0
IDCJAC0016,70351,2014,8,12,13.5,13.6,0
IDCJAC0016,70351,2014,8,13,14.1,13,0
IDCJAC0016,70351,2014,8,14,14.1,14.8,0
IDCJAC0016,70351,2014,8,15,14.2,15.8,0
IDCJAC0016,70351,2014,8,16,10.7,14.2,0
IDCJAC0016,70351,2014,8,17,3.5,10.8,4.8
IDCJAC0016,70351,2014,8,18,10.7,14.3,7.2
IDCJAC0016,70351,2014,8,19,11.7,15.1,0
IDCJAC0016,70351,2014,8,20,15.3,15.2,0
IDCJAC0016,70351,2014,8,21,10.3,14.9,0
IDCJAC0016,70351,2014,8,22,10.5,15.8,0
IDCJAC0016,70351,2014,8,23,10.6,16.2,0
IDCJAC0016,70351,2014,8,24,15,17.7,0.6
IDCJAC0016,70351,2014,8,25,11.7,16.4,0
IDCJAC0016,70351,2014,8,26,8.3,13.7,12.6
IDCJAC0016,70351,2014,8,27,14.4,15.1,0.4
IDCJAC0016,70351,2014,8,28,12.2,15.8,0
IDCJAC0016,70351,2014,8,29,16.2,17.5,0
IDCJAC0016,70351,2014,8,30,15.4,17.6,0
IDCJAC0016,70351,2014,8,31,16.2,17.4,0
IDCJAC0016,70351,2014,9,1,13.9,18.9,0
IDCJAC0016,70351,2014,9,2,6.8,11.9,1.4
IDCJAC0016,70351,2014,9,3,15.5,13.6,0.2
IDCJAC0016,70351,2014,9,4,15.4,14.2,0
IDCJAC0016,70351,2014,9,5,14.4,15.1,0
IDCJAC0016,70351,2014,9,6,10.5,14.6,0
IDCJAC0016,70351,2014,9,7,17.5,17.7,0.2
IDCJAC0016,70351,2014,9,8,16.8,19,0
IDCJAC0016,70351,2014,9,9,9.4,18.3,0
IDCJAC0016,70351,2014,9,10,15.5,17.7,22.6
IDCJAC0016,70351,2014,9,11,17.7,17.4,0
IDCJAC0016,70351,2014,9,12,12.4,15.4,0
IDCJAC0016,70351,2014,9,13,12.8,17,0
IDCJAC0016,70351,2014,9,14,18.1,18.7,0
IDCJAC0016,70351,2014,9,15,16.9,19.2,0
IDCJAC0016,70351,2014,9,16,16.2,18,1.4
IDCJAC0016,70351,2014,9,17,15.5,15.2,0
IDCJAC0016,70351,2014,9,18,19.3,13.9,0
IDCJAC0016,70351,2014,9,19,20.8,16.1,0
IDCJAC0016,70351,2014,9,20,20.6,18.3,0
IDCJAC0016,70351,2014,9,21,18.9,17.9,0
IDCJAC0016,70351,2014,9,22,20.7,20.1,0
IDCJAC0016,70351,2014,9,23,19.4,22.2,0
IDCJAC0016,70351,2014,9,24,12.8,19.9,0
IDCJAC0016,70351,2014,9,25,12.9,19.2,1.6
IDCJAC0016,70351,2014,9,26,17.8,18.2,1.4
IDCJAC0016,70351,2014,9,27,19.3,18.2,0
IDCJAC0016,70351,2014,9,28,20.6,22.2,0
IDCJAC0016,70351,2014,9,29,20.9,24.1,0
IDCJAC0016,70351,2014,9,30,20.9,24,0
IDCJAC0016,70351,2014,10,1,21.3,16.9,0
IDCJAC0016,70351,2014,10,2,21.6,20,0
IDCJAC0016,70351,2014,10,3,21.7,20.9,0
IDCJAC0016,70351,2014,10,4,21.7,22.5,0
IDCJAC0016,70351,2014,10,5,21.8,27.5,0
IDCJAC0016,70351,2014,10,6,20.8,28.1,0
IDCJAC0016,70351,2014,10,7,22.3,19.8,11.8
IDCJAC0016,70351,2014,10,8,22.1,19.8,0
IDCJAC0016,70351,2014,10,9,22.7,20.2,0
IDCJAC0016,70351,2014,10,10,18.8,22.1,0.2
IDCJAC0016,70351,2014,10,11,23.3,26.6,0
IDCJAC0016,70351,2014,10,12,23.2,27.6,0
IDCJAC0016,70351,2014,10,13,6.9,21.1,4.8
IDCJAC0016,70351,2014,10,14,3.9,8.7,15.4
IDCJAC0016,70351,2014,10,15,16,15.9,15.2
IDCJAC0016,70351,2014,10,16,21.6,17.1,0
IDCJAC0016,70351,2014,10,17,22.9,17.1,0
IDCJAC0016,70351,2014,10,18,26.3,20.4,0
IDCJAC0016,70351,2014,10,19,25.6,25.1,0
IDCJAC0016,70351,2014,10,20,13.3,17.1,0
IDCJAC0016,70351,2014,10,21,13.6,17.6,0
IDCJAC0016,70351,2014,10,22,24.7,24.9,0
IDCJAC0016,70351,2014,10,23,12.2,27.2,0
IDCJAC0016,70351,2014,10,24,18.7,28.4,6
IDCJAC0016,70351,2014,10,25,24.9,30,0
IDCJAC0016,70351,2014,10,26,25.6,29.2,0
IDCJAC0016,70351,2014,10,27,13.9,24.6,0
IDCJAC0016,70351,2014,10,28,26.2,19.8,0
IDCJAC0016,70351,2014,10,29,26.6,23.9,0
IDCJAC0016,70351,2014,10,30,25.2,26.5,0
IDCJAC0016,70351,2014,10,31,25.9,32,0
IDCJAC0016,70351,2014,11,1,18.6,26.5,0
IDCJAC0016,70351,2014,11,2,27.4,20,0.2
IDCJAC0016,70351,2014,11,3,26.9,22.6,0
IDCJAC0016,70351,2014,11,4,24.1,25.2,0
IDCJAC0016,70351,2014,11,5,18.9,27.2,0
IDCJAC0016,70351,2014,11,6,23.8,24.4,0
IDCJAC0016,70351,2014,11,7,29.2,27.4,0
IDCJAC0016,70351,2014,11,8,29.9,30,0
IDCJAC0016,70351,2014,11,9,29.4,33.3,0
IDCJAC0016,70351,2014,11,10,29.1,29.3,0
IDCJAC0016,70351,2014,11,11,27.3,26.9,0
IDCJAC0016,70351,2014,11,12,24.8,27.9,0
IDCJAC0016,70351,2014,11,13,28.2,31.2,0
IDCJAC0016,70351,2014,11,14,22.3,37.2,0
IDCJAC0016,70351,2014,11,15,4.4,29.4,0
IDCJAC0016,70351,2014,11,16,6.1,18,13.6
IDCJAC0016,70351,2014,11,17,29.4,23.6,4.4
IDCJAC0016,70351,2014,11,18,30.1,25.7,0
IDCJAC0016,70351,2014,11,19,29.8,27.8,0
IDCJAC0016,70351,2014,11,20,26.8,31.4,0
IDCJAC0016,70351,2014,11,21,28.3,30.2,0
IDCJAC0016,70351,2014,11,22,26.1,31.8,0
IDCJAC0016,70351,2014,11,23,28.6,39,0
IDCJAC0016,70351,2014,11,24,4.8,26.4,0.2
IDCJAC0016,70351,2014,11,25,31.3,25.4,5.6
IDCJAC0016,70351,2014,11,26,30.1,26.7,0
IDCJAC0016,70351,2014,11,27,23.3,25.9,0
IDCJAC0016,70351,2014,11,28,30.4,27.5,0
IDCJAC0016,70351,2014,11,29,27.8,29.7,0
IDCJAC0016,70351,2014,11,30,11.2,27.9,0.2
IDCJAC0016,70351,2014,12,1,28.7,32.7,4
IDCJAC0016,70351,2014,12,2,29.9,33,0.8
IDCJAC0016,70351,2014,12,3,13.7,31.8,0
IDCJAC0016,70351,2014,12,4,16.8,28.2,19.6
IDCJAC0016,70351,2014,12,5,26.8,28.4,6
IDCJAC0016,70351,2014,12,6,6.9,22.6,0
IDCJAC0016,70351,2014,12,7,29.4,27.5,42.4
IDCJAC0016,70351,2014,12,8,28.7,29.1,0
IDCJAC0016,70351,2014,12,9,30.1,29.4,0
IDCJAC0016,70351,2014,12,10,20.3,30.8,0
IDCJAC0016,70351,2014,12,11,12.4,22.6,10.6
IDCJAC0016,70351,2014,12,12,24.8,22.2,1.4
IDCJAC0016,70351,2014,12,13,29.4,22.5,0
IDCJAC0016,70351,2014,12,14,26.5,28.1,0
IDCJAC0016,70351,2014,12,15,30.8,30.8,0
IDCJAC0016,70351,2014,12,16,27.4,32.6,1.6
IDCJAC0016,70351,2014,12,17,31.8,25.9,1.2
IDCJAC0016,70351,2014,12,18,32,27.4,0
IDCJAC0016,70351,2014,12,19,32.9,25.3,0
IDCJAC0016,70351,2014,12,20,30.6,27.4,0
IDCJAC0016,70351,2014,12,21,32.4,30.2,0
IDCJAC0016,70351,2014,12,22,20.1,30.8,0
IDCJAC0016,70351,2014,12,23,23.2,29,5.2
IDCJAC0016,70351,2014,12,24,14.1,24.9,3.6
IDCJAC0016,70351,2014,12,25,12.9,27,0.6
IDCJAC0016,70351,2014,12,26,34.6,24.6,4.8
IDCJAC0016,70351,2014,12,27,24.2,22.7,0.2
IDCJAC0016,70351,2014,12,28,23.2,26.7,0
IDCJAC0016,70351,2014,12,29,27.5,29.7,0
IDCJAC0016,70351,2014,12,30,33.9,25,0
IDCJAC0016,70351,2014,12,31,33.5,29.2,0
IDCJAC0016,70351,2015,1,1,33.3,32.6,0
IDCJAC0016,70351,2015,1,2,31.2,35.2,0
IDCJAC0016,70351,2015,1,3,32,34.7,0
IDCJAC0016,70351,2015,1,4,15.7,32.5,0
IDCJAC0016,70351,2015,1,5,26.2,29.6,5
IDCJAC0016,70351,2015,1,6,21,28.3,2.4
IDCJAC0016,70351,2015,1,7,25.9,31.5,0
IDCJAC0016,70351,2015,1,8,29.6,34.4,0
IDCJAC0016,70351,2015,1,9,21.9,32.3,10.4
IDCJAC0016,70351,2015,1,10,10.6,27.6,6.2
IDCJAC0016,70351,2015,1,11,9.4,22.5,43
IDCJAC0016,70351,2015,1,12,26.2,23.7,2.2
IDCJAC0016,70351,2015,1,13,9.7,24.8,0
IDCJAC0016,70351,2015,1,14,20.3,25.4,15.8
IDCJAC0016,70351,2015,1,15,32.8,27.4,0
IDCJAC0016,70351,2015,1,16,32.8,25.8,0
IDCJAC0016,70351,2015,1,17,32.8,26.7,0
IDCJAC0016,70351,2015,1,18,31.8,27.6,0
IDCJAC0016,70351,2015,1,19,26.4,22.4,0
IDCJAC0016,70351,2015,1,20,13.8,24.6,0
IDCJAC0016,70351,2015,1,21,17.1,28.3,0
IDCJAC0016,70351,2015,1,22,28.6,29.5,9.4
IDCJAC0016,70351,2015,1,23,28.4,31.9,0
IDCJAC0016,70351,2015,1,24,18.8,31.1,0
IDCJAC0016,70351,2015,1,25,31.4,28.7,2.6
IDCJAC0016,70351,2015,1,26,21.1,21.9,0
IDCJAC0016,70351,2015,1,27,4.5,18.3,0
IDCJAC0016,70351,2015,1,28,20.6,23.2,0
IDCJAC0016,70351,2015,1,29,27.6,21.6,0
IDCJAC0016,70351,2015,1,30,17.6,20.8,0
IDCJAC0016,70351,2015,1,31,20.4,24.2,0
IDCJAC0016,70351,2015,2,1,16.5,25.2,0.2
IDCJAC0016,70351,2015,2,2,21.9,23.6,12.6
IDCJAC0016,70351,2015,2,3,29.7,25.7,0.2
IDCJAC0016,70351,2015,2,4,9.9,21.8,0
IDCJAC0016,70351,2015,2,5,26.2,25.6,0
IDCJAC0016,70351,2015,2,6,29.7,27.7,0
IDCJAC0016,70351,2015,2,7,28.9,30.8,0
IDCJAC0016,70351,2015,2,8,22.4,34.4,0
IDCJAC0016,70351,2015,2,9,11.7,23.1,0
IDCJAC0016,70351,2015,2,10,20.2,29.4,0
IDCJAC0016,70351,2015,2,11,21.6,30.9,0
IDCJAC0016,70351,2015,2,12,13.5,26.3,0
IDCJAC0016,70351,2015,2,13,21.4,27.2,0.2
IDCJAC0016,70351,2015,2,14,7.7,24.1,0
IDCJAC0016,70351,2015,2,15,21,29.3,2
IDCJAC0016,70351,2015,2,16,19.2,32.1,0
IDCJAC0016,70351,2015,2,17,24.8,32.5,0
IDCJAC0016,70351,2015,2,18,25.4,29.6,0
IDCJAC0016,70351,2015,2,19,22.4,29.6,0
IDCJAC0016,70351,2015,2,20,19,30.2,0
IDCJAC0016,70351,2015,2,21,18,29.3,0
IDCJAC0016,70351,2015,2,22,22.3,29.1,0
IDCJAC0016,70351,2015,2,23,24.8,32.9,0
IDCJAC0016,70351,2015,2,24,10,25.6,13.4
IDCJAC0016,70351,2015,2,25,11.4,22.7,0.2
IDCJAC0016,70351,2015,2,26,14.8,27.4,0
IDCJAC0016,70351,2015,2,27,21.7,29,1.2
IDCJAC0016,70351,2015,2,28,19.7,31.5,0.2
IDCJAC0016,70351,2015,3,1,19.8,31.2,0
IDCJAC0016,70351,2015,3,4,22.7,30.1,0
IDCJAC0016,70351,2015,3,5,24.1,24,0
IDCJAC0016,70351,2015,3,6,23.8,24.3,0
IDCJAC0016,70351,2015,3,7,17.5,26.9,0
IDCJAC0016,70351,2015,3,8,23.5,30.1,0
IDCJAC0016,70351,2015,3,9,24,29.7,0
IDCJAC0016,70351,2015,3,10,21.6,28.6,0
IDCJAC0016,70351,2015,3,11,21,31.4,0
