Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),Maximum temperature (Degree C),Rainfall amount (millimetres)
IDCJAC0016,70351,2015,3,12,22.7,30.1,0
IDCJAC0016,70351,2015,3,13,11.4,21,0
IDCJAC0016,70351,2015,3,14,20.8,27.1,0
IDCJAC0016,70351,2015,3,15,22.2,24.5,0
IDCJAC0016,70351,2015,3,16,22.1,24.2,0
IDCJAC0016,70351,2015,3,17,12.1,26.2,0
IDCJAC0016,70351,2015,3,18,19.8,30.3,3.8
IDCJAC0016,70351,2015,3,19,21.5,31.8,0.4
IDCJAC0016,70351,2015,3,20,20.6,32,0
IDCJAC0016,70351,2015,3,21,18.4,21.9,0
IDCJAC0016,70351,2015,3,22,7.9,23.4,0
IDCJAC0016,70351,2015,3,23,15.9,29.6,0
IDCJAC0016,70351,2015,3,24,10.1,23.9,7.8
IDCJAC0016,70351,2015,3,25,18.6,22.3,0.4
IDCJAC0016,70351,2015,3,26,19.8,20.9,0
IDCJAC0016,70351,2015,3,27,20.5,20.3,0
IDCJAC0016,70351,2015,3,28,17.3,22.8,0
IDCJAC0016,70351,2015,3,29,16.9,23.6,0
IDCJAC0016,70351,2015,3,30,8,21.3,0
IDCJAC0016,70351,2015,3,31,18.1,26.2,0
IDCJAC0016,70351,2015,4,1,15.6,26.6,0
IDCJAC0016,70351,2015,4,2,5.4,25.5,0
IDCJAC0016,70351,2015,4,3,6.4,16.5,0
IDCJAC0016,70351,2015,4,4,3.1,16.6,0
IDCJAC0016,70351,2015,4,5,11.6,23,0
IDCJAC0016,70351,2015,4,6,8.4,19.2,0.4
IDCJAC0016,70351,2015,4,7,5.3,16.6,15.6
IDCJAC0016,70351,2015,4,8,6.6,15.7,53.2
IDCJAC0016,70351,2015,4,9,17.6,18.9,0
IDCJAC0016,70351,2015,4,10,12,20.6,0
IDCJAC0016,70351,2015,4,11,16.5,22.3,0
IDCJAC0016,70351,2015,4,12,13.1,22.1,0
IDCJAC0016,70351,2015,4,13,14.8,20.8,0
IDCJAC0016,70351,2015,4,14,11.1,21.3,0
IDCJAC0016,70351,2015,4,15,9.3,21.9,0
IDCJAC0016,70351,2015,4,16,15.6,26.6,1.6
IDCJAC0016,70351,2015,4,17,3.6,18.9,5.6
IDCJAC0016,70351,2015,4,18,8.7,22.7,5.4
IDCJAC0016,70351,2015,4,19,6.3,16.8,5.2
IDCJAC0016,70351,2015,4,20,8.7,14.9,2.2
IDCJAC0016,70351,2015,4,21,5.4,13.8,0
IDCJAC0016,70351,2015,4,22,12.1,18.4,0
IDCJAC0016,70351,2015,4,23,11,23.4,0.2
IDCJAC0016,70351,2015,4,24,6.3,17.8,0.4
IDCJAC0016,70351,2015,4,25,7.5,17.4,0
IDCJAC0016,70351,2015,4,26,9.3,17.9,2
IDCJAC0016,70351,2015,4,27,14.8,16,0
IDCJAC0016,70351,2015,4,28,14.1,16.5,0
IDCJAC0016,70351,2015,4,29,11.9,17.9,0
IDCJAC0016,70351,2015,4,30,8.5,16.6,0
IDCJAC0016,70351,2015,5,1,9.3,17.1,0
IDCJAC0016,70351,2015,5,2,8.2,19.4,0
IDCJAC0016,70351,2015,5,3,12.5,23.3,0
IDCJAC0016,70351,2015,5,4,13.5,21.5,0
IDCJAC0016,70351,2015,5,5,12.3,20.8,0
IDCJAC0016,70351,2015,5,6,13.4,14,0
IDCJAC0016,70351,2015,5,7,13.1,13.9,0
IDCJAC0016,70351,2015,5,8,13,16.1,0
IDCJAC0016,70351,2015,5,9,9.8,15.3,0
IDCJAC0016,70351,2015,5,10,7.8,14.1,0
IDCJAC0016,70351,2015,5,11,9.9,16.4,2
IDCJAC0016,70351,2015,5,12,9.1,14.5,0
IDCJAC0016,70351,2015,5,13,7.6,11.8,0
IDCJAC0016,70351,2015,5,14,12.3,14.1,0
IDCJAC0016,70351,2015,5,15,12,17.8,0
IDCJAC0016,70351,2015,5,16,12.1,17.2,0
IDCJAC0016,70351,2015,5,17,12.2,18.4,0
IDCJAC0016,70351,2015,5,18,11.9,17.9,0
IDCJAC0016,70351,2015,5,19,4.3,14.4,0
IDCJAC0016,70351,2015,5,20,9.7,18.2,9.4
IDCJAC0016,70351,2015,5,21,9.9,16.1,0
IDCJAC0016,70351,2015,5,22,9.7,14.5,0.6
IDCJAC0016,70351,2015,5,23,11.6,15.2,0
IDCJAC0016,70351,2015,5,24,11.6,15.9,0
IDCJAC0016,70351,2015,5,25,9.6,14.6,0
IDCJAC0016,70351,2015,5,26,10.6,15.2,0.2
IDCJAC0016,70351,2015,5,27,9.5,16.8,0
IDCJAC0016,70351,2015,5,28,5.7,14.8,0
IDCJAC0016,70351,2015,5,29,9.8,17.1,0
IDCJAC0016,70351,2015,5,30,10.6,14.2,0
IDCJAC0016,70351,2015,5,31,9.9,14,0
IDCJAC0016,70351,2015,6,1,10.9,10.8,1.2
IDCJAC0016,70351,2015,6,2,10.6,11.7,0
IDCJAC0016,70351,2015,6,3,10.6,12.7,0
IDCJAC0016,70351,2015,6,4,9.8,11.4,0
IDCJAC0016,70351,2015,6,5,9.7,14,1
IDCJAC0016,70351,2015,6,6,10.2,13.9,0
IDCJAC0016,70351,2015,6,7,8.2,16.5,0.2
IDCJAC0016,70351,2015,6,8,9.1,15.4,0
IDCJAC0016,70351,2015,6,9,6.8,15.1,0
IDCJAC0016,70351,2015,6,10,9.9,14.4,0
IDCJAC0016,70351,2015,6,11,10.2,14.9,0
IDCJAC0016,70351,2015,6,12,10.1,17.5,0
IDCJAC0016,70351,2015,6,13,10.1,16.3,0
IDCJAC0016,70351,2015,6,14,9.5,16.3,0.2
IDCJAC0016,70351,2015,6,15,6.5,15.9,0
IDCJAC0016,70351,2015,6,16,3.2,12.8,6.4
IDCJAC0016,70351,2015,6,17,2.9,12.8,23
IDCJAC0016,70351,2015,6,18,3.7,10.7,17
IDCJAC0016,70351,2015,6,19,9.1,11.2,5.6
IDCJAC0016,70351,2015,6,20,9.9,11.6,0.2
IDCJAC0016,70351,2015,6,21,10,12.6,0
IDCJAC0016,70351,2015,6,22,9.6,13.1,0
IDCJAC0016,70351,2015,6,23,6.7,13.8,0
IDCJAC0016,70351,2015,6,24,6.1,15.7,0
IDCJAC0016,70351,2015,6,25,9.6,16,0.2
IDCJAC0016,70351,2015,6,26,9.9,14.3,0
IDCJAC0016,70351,2015,6,27,7.7,12.4,0
IDCJAC0016,70351,2015,6,28,9,13.2,0
IDCJAC0016,70351,2015,6,29,10.1,14.4,0.2
IDCJAC0016,70351,2015,6,30,7.4,11.6,0
IDCJAC0016,70351,2015,7,1,9.7,10,0
IDCJAC0016,70351,2015,7,2,5.6,10.8,0
IDCJAC0016,70351,2015,7,3,10.3,10.5,0
IDCJAC0016,70351,2015,7,4,8.3,9.3,0.2
IDCJAC0016,70351,2015,7,5,6.6,7.3,0
IDCJAC0016,70351,2015,7,6,9.4,11.2,0.2
IDCJAC0016,70351,2015,7,7,7.4,11.5,0
IDCJAC0016,70351,2015,7,8,10.4,12.6,0
IDCJAC0016,70351,2015,7,9,10.3,13.8,0
IDCJAC0016,70351,2015,7,10,4.3,9.9,2.6
IDCJAC0016,70351,2015,7,11,4.9,12.5,7.2
IDCJAC0016,70351,2015,7,12,6.4,9.2,10.2
IDCJAC0016,70351,2015,7,13,10.1,13.6,1.4
IDCJAC0016,70351,2015,7,14,10.1,10,0
IDCJAC0016,70351,2015,7,15,4.4,7.9,0
IDCJAC0016,70351,2015,7,16,8,10.8,3.2
IDCJAC0016,70351,2015,7,17,10.8,10.8,0.4
IDCJAC0016,70351,2015,7,18,10.6,11,0.2
IDCJAC0016,70351,2015,7,19,10.1,12.8,0
IDCJAC0016,70351,2015,7,20,11.1,14.1,0.2
IDCJAC0016,70351,2015,7,21,11,14.1,0
IDCJAC0016,70351,2015,7,22,3.9,9.6,0.2
IDCJAC0016,70351,2015,7,23,4.9,10.8,6.6
IDCJAC0016,70351,2015,7,24,5.2,11.6,2.2
IDCJAC0016,70351,2015,7,25,8.5,13.4,2.4
IDCJAC0016,70351,2015,7,26,10.1,11.5,0
IDCJAC0016,70351,2015,7,27,11.8,11.5,0
IDCJAC0016,70351,2015,7,28,11.7,13,0
IDCJAC0016,70351,2015,7,29,11.8,12.9,0
IDCJAC0016,70351,2015,7,30,11.2,12.3,0
IDCJAC0016,70351,2015,7,31,12.2,15.1,0
IDCJAC0016,70351,2015,8,1,6.9,15.1,0
IDCJAC0016,70351,2015,8,2,5.7,14.6,31.4
IDCJAC0016,70351,2015,8,3,10.5,11.1,1.2
IDCJAC0016,70351,2015,8,4,12.9,8.9,0
IDCJAC0016,70351,2015,8,5,9.7,10.1,0
IDCJAC0016,70351,2015,8,6,12.1,12.2,0
IDCJAC0016,70351,2015,8,7,11.1,13,0
IDCJAC0016,70351,2015,8,8,13.1,13.4,0.2
IDCJAC0016,70351,2015,8,9,12.9,13.3,0
IDCJAC0016,70351,2015,8,10,11,14.4,0
IDCJAC0016,70351,2015,8,11,13.2,13.6,0
IDCJAC0016,70351,2015,8,13,13.8,12.2,4
IDCJAC0016,70351,2015,8,14,13.8,15.4,0
IDCJAC0016,70351,2015,8,15,10.3,15.1,0
IDCJAC0016,70351,2015,8,16,13.4,15.3,0
IDCJAC0016,70351,2015,8,17,8.9,12.5,0
IDCJAC0016,70351,2015,8,18,14.5,12.3,0
IDCJAC0016,70351,2015,8,19,13.9,13,0
IDCJAC0016,70351,2015,8,20,13.6,15.6,0.2
IDCJAC0016,70351,2015,8,21,13.1,17.7,0
IDCJAC0016,70351,2015,8,22,13.3,21,1.4
IDCJAC0016,70351,2015,8,23,6.9,16.5,0.2
IDCJAC0016,70351,2015,8,24,4.4,11.6,0
IDCJAC0016,70351,2015,8,25,5.6,10.5,22.6
IDCJAC0016,70351,2015,8,26,9,14.9,2.6
IDCJAC0016,70351,2015,8,27,8.4,15.8,1.2
IDCJAC0016,70351,2015,8,28,10,15.2,0
IDCJAC0016,70351,2015,8,29,16.5,14,1.8
IDCJAC0016,70351,2015,8,30,13,14.5,0
IDCJAC0016,70351,2015,8,31,13.7,15,0
IDCJAC0016,70351,2015,9,1,16.6,14.2,0
IDCJAC0016,70351,2015,9,2,16.2,16.8,0
IDCJAC0016,70351,2015,9,3,6.9,12.9,7.6
IDCJAC0016,70351,2015,9,4,16.8,16.7,5
IDCJAC0016,70351,2015,9,5,17.4,16.9,0
IDCJAC0016,70351,2015,9,6,9.7,14.8,0
IDCJAC0016,70351,2015,9,7,16,13.9,0
IDCJAC0016,70351,2015,9,8,14.2,13.1,0
IDCJAC0016,70351,2015,9,9,18.2,16.1,0
IDCJAC0016,70351,2015,9,10,18,17,0
IDCJAC0016,70351,2015,9,11,19.1,18.9,0
IDCJAC0016,70351,2015,9,12,17.4,21.4,0
IDCJAC0016,70351,2015,9,13,18.4,21.7,0
IDCJAC0016,70351,2015,9,14,19,22.4,0
IDCJAC0016,70351,2015,9,15,17.4,18.7,0
IDCJAC0016,70351,2015,9,16,19.9,17.5,0
IDCJAC0016,70351,2015,9,17,18.3,17.3,0
IDCJAC0016,70351,2015,9,18,18.5,16.8,0
IDCJAC0016,70351,2015,9,19,10.9,15.5,0
IDCJAC0016,70351,2015,9,20,19.2,19.6,0
IDCJAC0016,70351,2015,9,21,17.1,20.7,0
IDCJAC0016,70351,2015,9,22,13.3,15.2,1
IDCJAC0016,70351,2015,9,23,19.7,13.7,0
IDCJAC0016,70351,2015,9,24,19.5,12.8,0
IDCJAC0016,70351,2015,9,25,16,14.9,0
IDCJAC0016,70351,2015,9,26,15.9,17.6,0
IDCJAC0016,70351,2015,9,27,21.4,20,0
IDCJAC0016,70351,2015,9,28,20.8,20.4,0
IDCJAC0016,70351,2015,9,29,21,22.1,0
IDCJAC0016,70351,2015,9,30,21,21.3,0
IDCJAC0016,70351,2015,10,1,22.4,23.1,0
IDCJAC0016,70351,2015,10,2,22.7,24.9,0
IDCJAC0016,70351,2015,10,3,23.7,26.5,0
IDCJAC0016,70351,2015,10,4,19.2,28.3,0
IDCJAC0016,70351,2015,10,5,20.2,31.7,0
IDCJAC0016,70351,2015,10,6,23.5,31.8,0
IDCJAC0016,70351,2015,10,7,13,18.6,0
IDCJAC0016,70351,2015,10,8,16.6,20,0
IDCJAC0016,70351,2015,10,9,20.3,27.1,0.2
IDCJAC0016,70351,2015,10,10,20.9,27.4,8.6
IDCJAC0016,70351,2015,10,11,14.8,22.1,0
IDCJAC0016,70351,2015,10,12,24,25,0
IDCJAC0016,70351,2015,10,13,18.2,21.3,0
IDCJAC0016,70351,2015,10,14,22.3,26.1,0
IDCJAC0016,70351,2015,10,15,25.1,28.5,0
IDCJAC0016,70351,2015,10,16,23.7,30.1,0
IDCJAC0016,70351,2015,10,17,12.9,27.8,0
IDCJAC0016,70351,2015,10,18,16.1,21.6,1.8
IDCJAC0016,70351,2015,10,19,22.7,27.6,0.2
IDCJAC0016,70351,2015,10,20,20.2,29.5,0
IDCJAC0016,70351,2015,10,21,11.7,23.8,2.6
IDCJAC0016,70351,2015,10,22,11.1,19,13
IDCJAC0016,70351,2015,10,23,13.9,16.7,0.2
IDCJAC0016,70351,2015,10,24,22.5,23.1,0
IDCJAC0016,70351,2015,10,25,26.8,26.5,0
IDCJAC0016,70351,2015,10,27,27,17.4,0
IDCJAC0016,70351,2015,10,28,28.4,22.5,0
IDCJAC0016,70351,2015,10,29,27.4,25.3,0
IDCJAC0016,70351,2015,10,30,24.5,25,0
IDCJAC0016,70351,2015,10,31,8.9,22.5,0
IDCJAC0016,70351,2015,11,1,14.7,25.3,2.2
IDCJAC0016,70351,2015,11,2,22.9,25.4,19.4
IDCJAC0016,70351,2015,11,3,13.7,21.3,0
IDCJAC0016,70351,2015,11,4,5.6,20.8,0
IDCJAC0016,70351,2015,11,5,8.1,22.3,2.2
IDCJAC0016,70351,2015,11,6,19,23.7,14.2
IDCJAC0016,70351,2015,11,7,28.8,23.2,0
IDCJAC0016,70351,2015,11,8,25.8,20.7,0.6
IDCJAC0016,70351,2015,11,9,27.6,27.8,0
IDCJAC0016,70351,2015,11,10,26.4,30.7,0
IDCJAC0016,70351,2015,11,11,6.9,18.7,0
IDCJAC0016,70351,2015,11,12,11.5,22.7,9.4
IDCJAC0016,70351,2015,11,13,18.4,23.6,9.6
IDCJAC0016,70351,2015,11,14,4.2,15.3,8.8
IDCJAC0016,70351,2015,11,15,24.9,21.1,1.2
IDCJAC0016,70351,2015,11,16,30.6,23.3,0
IDCJAC0016,70351,2015,11,17,30.2,26.5,0
IDCJAC0016,70351,2015,11,18,30.8,30,0
IDCJAC0016,70351,2015,11,19,26.9,34.8,0
IDCJAC0016,70351,2015,11,20,31.2,36.1,0
IDCJAC0016,70351,2015,11,21,31.2,26.5,0
IDCJAC0016,70351,2015,11,22,23.3,25.3,0
IDCJAC0016,70351,2015,11,23,32.1,26.1,0
IDCJAC0016,70351,2015,11,24,31.8,27.4,0
IDCJAC0016,70351,2015,11,25,32.6,30.3,0
IDCJAC0016,70351,2015,11,26,25.9,23.7,0
IDCJAC0016,70351,2015,11,27,33.6,22.9,0
IDCJAC0016,70351,2015,11,28,24.9,27.4,0
IDCJAC0016,70351,2015,11,29,28.9,27.4,0
IDCJAC0016,70351,2015,11,30,32.5,28.4,0
IDCJAC0016,70351,2015,12,1,25,35,0
IDCJAC0016,70351,2015,12,2,32.7,23.2,1.4
IDCJAC0016,70351,2015,12,3,32.3,26.8,0
IDCJAC0016,70351,2015,12,4,32.7,29.8,0
IDCJAC0016,70351,2015,12,5,28.8,32,0
IDCJAC0016,70351,2015,12,6,26.5,32.7,0
IDCJAC0016,70351,2015,12,7,17.5,28.8,0
IDCJAC0016,70351,2015,12,8,11.5,28.2,0
IDCJAC0016,70351,2015,12,9,28.3,30.6,0.4
IDCJAC0016,70351,2015,12,10,32.1,31.6,0
IDCJAC0016,70351,2015,12,11,32.8,27.4,0
IDCJAC0016,70351,2015,12,12,34.3,26.1,0
IDCJAC0016,70351,2015,12,13,30.6,27.7,0
IDCJAC0016,70351,2015,12,14,33.3,32.2,0
IDCJAC0016,70351,2015,12,15,14.8,30.3,0
IDCJAC0016,70351,2015,12,16,19.3,27,0
IDCJAC0016,70351,2015,12,17,31.7,30.2,16
IDCJAC0016,70351,2015,12,18,32,33.6,0
IDCJAC0016,70351,2015,12,19,28.8,36.3,0
IDCJAC0016,70351,2015,12,20,32.4,37,0
IDCJAC0016,70351,2015,12,21,13.5,27.9,0
IDCJAC0016,70351,2015,12,22,18,24.9,0.2
IDCJAC0016,70351,2015,12,23,24.4,25.4,0
IDCJAC0016,70351,2015,12,24,30.3,26.2,0.8
IDCJAC0016,70351,2015,12,25,30.2,28.7,0
IDCJAC0016,70351,2015,12,26,9.6,22.4,0
IDCJAC0016,70351,2015,12,27,33.8,24,16.2
IDCJAC0016,70351,2015,12,28,33.1,24.7,0
IDCJAC0016,70351,2015,12,29,32.9,30.2,0
IDCJAC0016,70351,2015,12,30,33.1,32.4,0
IDCJAC0016,70351,2015,12,31,31.5,34,0
IDCJAC0016,70351,2016,1,1,27.5,34.9,0
IDCJAC0016,70351,2016,1,2,10.6,28.3,0
IDCJAC0016,70351,2016,1,3,17.6,24.8,0
IDCJAC0016,70351,2016,1,4,7.9,20.1,1.6
IDCJAC0016,70351,2016,1,5,4.6,17.1,13.4
IDCJAC0016,70351,2016,1,6,12.6,20.7,7.2
IDCJAC0016,70351,2016,1,7,30.3,25.5,0
IDCJAC0016,70351,2016,1,8,31.9,29.5,0
IDCJAC0016,70351,2016,1,9,26.6,31.7,0
IDCJAC0016,70351,2016,1,10,32.2,34.5,0
IDCJAC0016,70351,2016,1,11,28,35.7,0
IDCJAC0016,70351,2016,1,12,28,37.9,0
IDCJAC0016,70351,2016,1,13,31.1,39.3,0
IDCJAC0016,70351,2016,1,14,13.9,34,0
IDCJAC0016,70351,2016,1,15,23.6,21,2
IDCJAC0016,70351,2016,1,16,24.4,23.1,0
IDCJAC0016,70351,2016,1,17,30.6,25.7,0
IDCJAC0016,70351,2016,1,18,30.9,31.3,0
IDCJAC0016,70351,2016,1,19,31.2,35,0
IDCJAC0016,70351,2016,1,20,10.4,36.9,0
IDCJAC0016,70351,2016,1,21,14,35.2,0
IDCJAC0016,70351,2016,1,22,6.5,27.7,26.2
IDCJAC0016,70351,2016,1,23,21.5,28.6,11.4
IDCJAC0016,70351,2016,1,24,19.5,29,1.8
IDCJAC0016,70351,2016,1,25,13.3,27.3,0
IDCJAC0016,70351,2016,1,26,20.8,26.4,6.4
IDCJAC0016,70351,2016,1,27,7.3,22.4,0
IDCJAC0016,70351,2016,1,28,25.4,29,2.6
IDCJAC0016,70351,2016,1,29,9.3,23.4,0
IDCJAC0016,70351,2016,1,30,17.9,27,5.6
IDCJAC0016,70351,2016,1,31,22.9,21.8,28.2
IDCJAC0016,70351,2016,2,1,17.6,22.1,11
IDCJAC0016,70351,2016,2,2,30,26.7,3
IDCJAC0016,70351,2016,2,3,15,27.2,0
IDCJAC0016,70351,2016,2,4,27.7,24.5,7
IDCJAC0016,70351,2016,2,5,23.7,23.7,0
IDCJAC0016,70351,2016,2,6,27.3,25.2,0
IDCJAC0016,70351,2016,2,7,29.8,29.3,0
IDCJAC0016,70351,2016,2,8,29.4,31.4,0
IDCJAC0016,70351,2016,2,9,27.4,29.4,0
IDCJAC0016,70351,2016,2,10,28.7,31.4,0
IDCJAC0016,70351,2016,2,11,22,29.6,0
IDCJAC0016,70351,2016,2,12,23.7,28.8,2.4
IDCJAC0016,70351,2016,2,13,27.7,32.3,0
IDCJAC0016,70351,2016,2,14,27.5,32.6,0
IDCJAC0016,70351,2016,2,15,24.4,28.9,0
IDCJAC0016,70351,2016,2,16,27.4,27,0
IDCJAC0016,70351,2016,2,17,26,24.6,0
IDCJAC0016,70351,2016,2,18,27.4,28.8,0
IDCJAC0016,70351,2016,2,19,27.4,30.1,0
IDCJAC0016,70351,2016,2,20,19,31,0
IDCJAC0016,70351,2016,2,21,20.6,29.6,0
IDCJAC0016,70351,2016,2,22,25,33.1,0
IDCJAC0016,70351,2016,2,23,25.2,34.4,0
IDCJAC0016,70351,2016,2,24,22.8,36.4,0
IDCJAC0016,70351,2016,2,25,25.4,38,0
IDCJAC0016,70351,2016,2,26,24.2,32,0
IDCJAC0016,70351,2016,2,27,13,25.4,0
IDCJAC0016,70351,2016,2,28,23.2,30.9,0
IDCJAC0016,70351,2016,2,29,19,25.5,0
IDCJAC0016,70351,2016,3,1,22.6,31.3,0
IDCJAC0016,70351,2016,3,2,22.8,33.9,0
IDCJAC0016,70351,2016,3,3,21,35.2,0
IDCJAC0016,70351,2016,3,4,23.1,32.6,6.8
IDCJAC0016,70351,2016,3,5,21.3,35.5,0.2
IDCJAC0016,70351,2016,3,6,23.2,33.9,0
IDCJAC0016,70351,2016,3,7,22.8,35.3,0
IDCJAC0016,70351,2016,3,8,22.6,32.7,0
IDCJAC0016,70351,2016,3,9,21.7,33.4,0
IDCJAC0016,70351,2016,3,10,15.9,30.9,0
IDCJAC0016,70351,2016,3,11,8,23.9,5.2
IDCJAC0016,70351,2016,3,12,19.2,32.1,3.8
IDCJAC0016,70351,2016,3,13,20.2,31,0.4
IDCJAC0016,70351,2016,3,14,17.9,32.1,0
IDCJAC0016,70351,2016,3,15,13.7,24.9,0
IDCJAC0016,70351,2016,3,16,19,25.7,0
IDCJAC0016,70351,2016,3,17,19.6,28.6,0
IDCJAC0016,70351,2016,3,18,8.2,19.6,7.4
IDCJAC0016,70351,2016,3,19,22,21,4.4
IDCJAC0016,70351,2016,3,20,15.4,20.3,0
IDCJAC0016,70351,2016,3,21,16.4,22.2,0
IDCJAC0016,70351,2016,3,22,20.6,23.3,0
IDCJAC0016,70351,2016,3,23,18.7,25,0
IDCJAC0016,70351,2016,3,24,6.9,22.1,0
IDCJAC0016,70351,2016,3,25,12.1,25.1,0.2
IDCJAC0016,70351,2016,3,26,20.7,26.8,0
IDCJAC0016,70351,2016,3,27,16.9,26.2,0
IDCJAC0016,70351,2016,3,28,9,23.4,0
IDCJAC0016,70351,2016,3,29,7.8,22.7,0
IDCJAC0016,70351,2016,3,30,14.7,23.7,0
IDCJAC0016,70351,2016,3,31,19.9,24,0
IDCJAC0016,70351,2016,4,1,17.5,25,0
IDCJAC0016,70351,2016,4,2,18.1,26.4,0
IDCJAC0016,70351,2016,4,3,14.6,25,0
IDCJAC0016,70351,2016,4,4,12.2,25,0
IDCJAC0016,70351,2016,4,5,18,29.6,0
IDCJAC0016,70351,2016,4,6,17.8,31.1,0
IDCJAC0016,70351,2016,4,7,17.9,23.5,0
IDCJAC0016,70351,2016,4,8,6.2,19.2,0
IDCJAC0016,70351,2016,4,9,17.9,23.3,0
IDCJAC0016,70351,2016,4,10,17.8,24.4,0
IDCJAC0016,70351,2016,4,11,17.6,24.2,0
IDCJAC0016,70351,2016,4,12,13.7,23.7,0
IDCJAC0016,70351,2016,4,13,11.9,22.6,0
IDCJAC0016,70351,2016,4,14,16.8,24.5,0
IDCJAC0016,70351,2016,4,15,15.6,26.4,0
IDCJAC0016,70351,2016,4,16,7.3,23,0.6
IDCJAC0016,70351,2016,4,17,8.9,19.9,3.2
IDCJAC0016,70351,2016,4,18,11.2,20.3,0
IDCJAC0016,70351,2016,4,19,16.2,23.5,0
IDCJAC0016,70351,2016,4,20,15.2,25,0
IDCJAC0016,70351,2016,4,21,15.1,26.1,0
IDCJAC0016,70351,2016,4,22,9.4,19,1
IDCJAC0016,70351,2016,4,23,15.6,20.6,0.2
IDCJAC0016,70351,2016,4,24,14.4,21.1,0
IDCJAC0016,70351,2016,4,25,15.5,22.7,0
IDCJAC0016,70351,2016,4,26,15.4,24.3,0
IDCJAC0016,70351,2016,4,27,15.1,23.6,0
IDCJAC0016,70351,2016,4,28,13.4,24.4,0
IDCJAC0016,70351,2016,4,29,11.3,25.6,0
IDCJAC0016,70351,2016,4,30,10.6,23.4,1.8
IDCJAC0016,70351,2016,5,1,13,21,6.8
IDCJAC0016,70351,2016,5,2,14.7,16.1,0
IDCJAC0016,70351,2016,5,3,14.5,19.2,0
IDCJAC0016,70351,2016,5,4,14.4,17.7,0
IDCJAC0016,70351,2016,5,5,14.3,19.5,0
IDCJAC0016,70351,2016,5,6,14.2,22.5,0
IDCJAC0016,70351,2016,5,7,13.9,23.9,0
IDCJAC0016,70351,2016,5,8,3.7,16.1,0.8
IDCJAC0016,70351,2016,5,9,3.5,17.3,28.2
IDCJAC0016,70351,2016,5,10,10,17.4,7
IDCJAC0016,70351,2016,5,11,10.5,13.7,0.8
IDCJAC0016,70351,2016,5,12,8.6,16.1,0
IDCJAC0016,70351,2016,5,13,13.2,20.1,0
IDCJAC0016,70351,2016,5,14,12,20,0
IDCJAC0016,70351,2016,5,15,13.4,21.3,0
IDCJAC0016,70351,2016,5,16,11.3,19.5,0
IDCJAC0016,70351,2016,5,17,11.5,20.5,0
IDCJAC0016,70351,2016,5,18,10.1,15.1,0
IDCJAC0016,70351,2016,5,19,10.7,17,0
IDCJAC0016,70351,2016,5,20,11.2,19.2,0
IDCJAC0016,70351,2016,5,21,10.3,19.1,0
IDCJAC0016,70351,2016,5,22,10.8,21.4,0
IDCJAC0016,70351,2016,5,23,9.6,17,0
IDCJAC0016,70351,2016,5,24,11,15.7,0
IDCJAC0016,70351,2016,5,25,9.4,14.7,0
IDCJAC0016,70351,2016,5,26,3.8,12.5,0
IDCJAC0016,70351,2016,5,27,10.5,12,3.8
IDCJAC0016,70351,2016,5,28,5.4,11.9,0
IDCJAC0016,70351,2016,5,29,10.3,12.5,0
IDCJAC0016,70351,2016,5,30,10.5,15,0.2
IDCJAC0016,70351,2016,5,31,7.7,14,0
IDCJAC0016,70351,2016,6,1,6.9,14.1,0
IDCJAC0016,70351,2016,6,2,8.2,14.8,5.4
IDCJAC0016,70351,2016,6,3,7.8,15,0
IDCJAC0016,70351,2016,6,4,2.4,15,2.6
IDCJAC0016,70351,2016,6,5,2,15.4,28.4
IDCJAC0016,70351,2016,6,6,7.7,14.2,65.2
IDCJAC0016,70351,2016,6,7,7.4,11.3,0
IDCJAC0016,70351,2016,6,8,7.7,13.2,0
IDCJAC0016,70351,2016,6,9,5.2,15.9,4
IDCJAC0016,70351,2016,6,10,9.8,14.5,0.6
IDCJAC0016,70351,2016,6,11,10.1,13.7,0
IDCJAC0016,70351,2016,6,12,10.3,11.6,0
IDCJAC0016,70351,2016,6,13,10.3,14.5,0
IDCJAC0016,70351,2016,6,14,10.1,15.2,0.2
IDCJAC0016,70351,2016,6,15,10.3,14.7,0
IDCJAC0016,70351,2016,6,16,10.1,15.1,0.2
IDCJAC0016,70351,2016,6,17,4,13.4,2.2
IDCJAC0016,70351,2016,6,18,5.4,14,9.6
IDCJAC0016,70351,2016,6,19,3.8,13.1,0.4
IDCJAC0016,70351,2016,6,20,7.4,14.5,21.2
IDCJAC0016,70351,2016,6,21,4.3,11.9,0.2
IDCJAC0016,70351,2016,6,22,7.4,12.5,1
IDCJAC0016,70351,2016,6,23,6.4,12.3,0
IDCJAC0016,70351,2016,6,24,8.4,8.9,1.6
IDCJAC0016,70351,2016,6,25,10.4,10.2,1
IDCJAC0016,70351,2016,6,26,7.4,8,0.2
IDCJAC0016,70351,2016,6,27,8.8,10.8,0
IDCJAC0016,70351,2016,6,28,10.4,12,0
IDCJAC0016,70351,2016,6,29,10.4,12.8,0.2
IDCJAC0016,70351,2016,6,30,5.7,7.8,0
IDCJAC0016,70351,2016,7,1,10.4,11.6,1
IDCJAC0016,70351,2016,7,2,10.5,13.3,0.2
IDCJAC0016,70351,2016,7,3,10.6,12.9,0
IDCJAC0016,70351,2016,7,4,7,8.4,0
IDCJAC0016,70351,2016,7,5,3.3,8,4.8
